Date,Actual_NAV,Synthetic_NAV,Actual_Returns,Synthetic_Returns
2015-01-05,23.63528633117676,23.068802578223835,-0.02857575477244855,-0.024259611891577996
2015-01-06,23.637508392333984,22.96409088453421,9.401014566010934e-05,-0.004549436996788361
2015-01-07,23.968965530395508,23.244152675605406,0.013925101641037173,0.012121872585359779
2015-01-08,24.88990020751953,24.03379906051976,0.037702216362382565,0.033407531240985285
2015-01-09,24.916601181030277,24.04896813153241,0.0010721883820094273,0.000630956677485053
2015-01-12,24.302637100219727,23.54588456286465,-0.02494942831202268,-0.021141038475447817
2015-01-13,24.518415451049805,23.69123336447364,0.008839619164620248,0.0061540274558558195
2015-01-14,24.424983978271484,23.591107804179767,-0.003817944293254588,-0.004235226407277692
2015-01-15,23.76207924,23.046522266509132,-0.027515541205830916,-0.023354972819919752
2015-01-16,23.577442169189453,23.00678405939297,-0.00780058613031923,-0.0017257487094343234
2015-01-20,24.18473625183105,23.493440123370764,0.025431286134892175,0.020932106954604707
2015-01-21,24.36937713623047,23.625702484290702,0.007605607911033913,0.005613969226616179
2015-01-22,25.00335121154785,24.175047975152612,0.025682555664147115,0.022985818109281214
2015-01-23,25.13237571716309,24.27546433092775,0.005147019834365567,0.004145116110232483
2015-01-26,25.159069061279297,24.244772423686356,0.0010615462228412216,-0.001265117954399373
2015-01-27,24.278169631958008,23.384597003225604,-0.03564085288767652,-0.03612346608954003
2015-01-28,25.650684356689453,24.29960810338707,0.05499267431759395,0.03838266488572093
2015-01-29,26.44927024841309,24.886552337100905,0.030658316238097685,0.023867368015148476
2015-01-30,26.06221580505371,24.543245775706914,-0.014741972934524665,-0.013890895563677194
2015-02-02,26.38921165466309,24.83985732344505,0.012468682050632203,0.012012817990824431
2015-02-03,26.39366340637207,24.948159186741528,0.00016868166860512936,0.004350526159003817
2015-02-04,26.59609031677246,25.118871047232982,0.0076402655561296886,0.006819358817713596
2015-02-05,26.785919189453125,25.257763211527173,0.007112121652989729,0.00551416418612893
2015-02-06,26.56036376953125,25.0974351022349,-0.008456325409044816,-0.006367908634647227
2015-02-09,26.736791610717773,25.21577044111783,0.006620559178309976,0.004703956180386888
2015-02-10,27.250444412231445,25.68807029502052,0.019029249847266963,0.018557083341309445
2015-02-11,27.889158248901367,26.14099106262257,0.02316819039405515,0.017477927844148967
2015-02-12,28.24201393127441,26.50854977072613,0.012572704853022261,0.01396269269481439
2015-02-13,28.380483627319336,26.669718602950983,0.004890987789371603,0.0060614732528278745
2015-02-17,28.54797363,26.790075826734036,0.005884244682496592,0.004502726896577474
2015-02-18,28.746736526489254,26.934961707263408,0.006938291277303889,0.005393620495055958
2015-02-19,28.686433792114254,26.953156539552275,-0.002099927836134,0.0006752818087633988
2015-02-20,28.92093849182129,27.154562504880463,0.008141527229697616,0.0074446640551434975
