index,Actual_NAV,Synthetic_NAV,Actual_Returns,Synthetic_Returns
2010-01-02,20.595,15.60186297767352,0.0,0.0
2010-01-03,20.595,15.704074943522704,0.0,0.006529900448662171
2010-01-04,20.8239,15.7353193109243,0.011053037641326055,0.001987594126954955
2010-01-05,21.0146,15.777338527450713,0.009116068723244034,0.0026668167213950303
2010-01-06,20.9656,15.809536951273262,-0.0023344349122910142,0.0020387223799118387
2010-01-07,21.0255,15.807954643807296,0.002852987448762033,-0.00010009063891295297
2010-01-08,21.0146,15.771721833069176,-0.0005185525364710513,-0.002294692706155553
2010-01-09,21.0146,15.776147249225914,0.0,0.0002805524629394845
2010-01-10,21.0146,15.818734473874247,0.0,0.002695832243557513
2010-01-11,21.1509,15.84114274036512,0.006465023525800984,0.0014155626745534205
2010-01-12,21.0092,15.900213465999736,-0.006722020752597256,0.003722008186700137
2010-01-13,20.9492,15.970406460276688,-0.0028599775442987364,0.00440487872123333
2010-01-14,21.0855,16.03712809481786,0.006485140976274285,0.0041691265580264605
2010-01-15,20.9928,16.054913071742625,-0.004406078666175498,0.0011083731728488842
2010-01-16,20.9928,16.102697799528706,0.0,0.0029719100183103414
2010-01-17,20.9928,16.136243938827644,0.0,0.002081095073059821
2010-01-18,20.9928,16.17202207149233,0.0,0.00221479836018176
2010-01-19,21.1727,16.25342296841182,0.008533094192993806,0.00502081422902899
2010-01-20,21.0092,16.34727023006334,-0.007752178958793957,0.005757394194916259
2010-01-21,20.6182,16.441117491714856,-0.01878625613676484,0.005724436268257478
2010-01-22,20.0337,16.51254088270977,-0.028758325354876435,0.004334784443208226
2010-01-23,20.0337,16.536903539208367,0.0,0.0014743159128777418
2010-01-24,20.0337,16.49065843281548,0.0,-0.002800396629583874
2010-01-25,20.1209,16.40257635788819,0.0043432203072712675,-0.005355647507795094
2010-01-26,20.1645,16.298427606213615,0.002164556738832418,-0.006369780202089372
2010-01-27,20.1372,16.21350104035102,-0.0013547817673007516,-0.005224344575163916
2010-01-28,20.0909,16.16228094697667,-0.002301874582387112,-0.0031641018664545183
2010-01-29,19.9901,16.136045852238997,-0.0050298252295452065,-0.001624548582385929
2010-01-30,19.9901,16.10275638327105,0.0,-0.0020651809925391344
2010-01-31,19.9901,16.111102685880603,0.0,0.0005181808723005827
2010-02-01,20.1276,16.04655915497633,0.006854856505525738,-0.004014198413661821
2010-02-02,20.2859,16.032067040220504,0.007834055927046304,-0.0009035371810228435
2010-02-03,20.3023,16.052120527431587,0.0008081166887176169,0.001250054393938346
2010-02-04,19.9364,16.10861899267531,-0.018186973513119844,0.00351350896828643
2010-02-05,19.5679,16.13954836308882,-0.018656738061758944,0.0019182100834499647
2010-02-06,19.5679,16.20660057702282,0.0,0.0041459222922017895
2010-02-07,19.5679,16.199988313182224,0.0,-0.0004080814524947053
2010-02-08,19.7945,16.1122905362746,0.01151365278786116,-0.005428152724822192
2010-02-09,19.931,16.011140280360166,0.0068721872452817325,-0.006297620624235621
2010-02-10,19.8163,15.895962663087948,-0.00577147722675129,-0.007219591058119943
2010-02-11,19.9419,15.798329849997094,0.006318214498006771,-0.006160927673101826
2010-02-12,19.8982,15.72431009853238,-0.0021937704737684132,-0.004696300032554622
2010-02-13,19.8982,15.696830258167784,0.0,-0.0017491311301091811
2010-02-14,19.8982,15.749783308782202,0.0,0.0033678094178088277
2010-02-15,19.8982,15.773396972560471,0.0,0.001498178038150383
2010-02-16,20.1931,15.753937116122728,0.014711686517498216,-0.0012344753828085894
2010-02-17,20.417,15.746557801510473,0.011026925258476667,-0.0004685205592189432
2010-02-18,20.477,15.73917848689822,0.0029344179123605915,-0.00046874017363110986
2010-02-19,20.495,15.664818760313764,0.0008786488898778356,-0.004735694311137609
2010-02-20,20.495,15.617374001169415,0.0,-0.003033342060450362
2010-02-21,20.495,15.672524788975512,0.0,0.003525153295499914
2010-02-22,20.4661,15.720283882054982,-0.0014110951510310384,0.0030426796420593744
2010-02-23,20.2422,15.795165476652036,-0.011000324640775532,0.004752065227447901
2010-02-24,20.4825,15.877015766543598,0.011801328869338391,0.005168603417524288
2010-02-25,20.3921,15.975317837188987,-0.004423292088166496,0.0061723818394768485
2010-02-26,20.5753,16.01409788109994,0.008943756313112351,0.0024245558749646993
