Date,Actual_NAV,Synthetic_NAV,Actual_Returns,Synthetic_Returns
2015-01-05,99.172168694107,98.98580142134769,-0.0083127685799704,-0.01019376612551812
2015-01-06,98.12364759111163,97.94002643735753,-0.0106290239114923,-0.010621103654218126
2015-01-07,98.50991089581508,98.75448515789037,0.0039287678513649,0.008281505861858841
2015-01-08,99.88962249254759,99.70168960147822,0.0139086399572445,0.009545801609330672
2015-01-09,99.44812695558298,99.18945831901944,-0.0044296302139621,-0.005150881980818058
2015-01-12,99.3929237090118,98.92581651417554,-0.0005552500130627,-0.0026615005904343653
2015-01-13,98.56514312807626,98.94045394351608,-0.0083632399426613,0.00014795274943407228
2015-01-14,97.35099054609984,98.436153386557,-0.0123947742679296,-0.005110044813940121
2015-01-15,96.46797048648062,97.80559761187273,-0.009111865674876,-0.006426338345669364
2015-01-20,96.30297062275092,97.63404575382208,-0.0017118752761682,-0.0017555486610172943
2015-01-21,97.18296267434337,97.57808075365294,0.0090962490581283,-0.0005733762825463275
2015-01-22,97.73294777684369,98.27763533242117,0.0056433213773527,0.007143601092291257
2015-01-23,97.62299119748671,98.23484611796086,-0.0011257051262,-0.00043548597850623887
2015-01-26,97.9529403735173,98.49493545656098,0.0033741318414078,0.00264412930316186
2015-01-27,98.22795458966553,98.10128809617422,0.00280368173821,-0.004004633246282022
2015-01-28,97.40294082775156,97.41523533860814,-0.0084344413093921,-0.007017878194858457
2015-01-29,97.45791911743005,97.99542170765704,0.0005642825465595,0.005938141580121178
2015-01-30,97.40294082775156,97.03410315229485,-0.0005642825465595,-0.009858264706836017
2015-02-02,97.34795531644038,97.65548227735184,-0.000564675324847,0.006383302256311835
2015-02-03,99.49291021513052,98.73304112302522,0.0217946593353227,0.010973855710015714
2015-02-04,99.21793210714576,98.7488993216037,-0.0027676223430261,0.00016060403879831768
2015-02-05,100.4278805564015,99.49213712786977,0.0121210983289097,0.007498359592723397
2015-02-06,101.36285811930514,99.85243902975748,0.0092668698271649,0.0036148692999792053
2015-02-09,100.31786620398296,99.50404174765526,-0.0103629265577076,-0.003495222582469635
2015-02-10,99.65790285722755,99.91042612408161,-0.006600457103885,0.004075781896215719
2015-02-11,98.99791062394138,99.90673997017325,-0.0066446045548091,-3.689526761724228e-05
2015-02-12,100.09788805057475,100.27807032972143,0.0110498425995366,0.00370987973446332
2015-02-13,100.86785852811599,100.39966900777175,0.0076627411209538,0.001211880234788157
2015-02-17,101.47285802845826,100.59224316669619,0.005980025311475,0.0019162384771430271
2015-02-18,101.41787251714709,100.61768472163295,-0.0005420209440765,0.00025288568351830874
2015-02-19,101.74786502297384,100.63280131253048,0.003248508336275,0.00015022662775969651
2015-02-20,102.18786465958638,100.8210337755834,0.0043150880920128,0.001868740972334929
2015-02-23,102.13282137521367,100.95410162451583,-0.0005387930783956,0.001318971913560548
2015-02-24,102.18786465958638,101.20472016798617,0.0005387930783955,0.00247942355063974
2015-02-25,102.5728426767243,101.33984495751886,0.0037602768203738,0.0013342723809517108
2015-02-26,102.13282137521367,101.58393781170642,-0.0042990698987694,0.002405760119234382
2015-02-27,102.73784254045401,101.52268421928517,0.0059063890607305,-0.0006031668851150436
2015-03-02,102.84786411450524,101.75501314578104,0.0010703232860365,0.0022858289981394562
2015-03-03,103.28783486458705,101.6187521732238,0.0042687551973397,-0.001340005607240936
2015-03-04,103.12282777922465,101.43903087522827,-0.001598823611132,-0.0017701497793003317
2015-03-05,103.50783468289333,101.54505905477058,0.0037265267858149,0.0010446945789891068
2015-03-06,102.95782069386226,101.14914569806271,-0.0053279107279504,-0.003906513860999699
2015-03-09,102.95782069386226,101.20798385405622,0.0,0.0005815278935996301
2015-03-10,102.07784308553518,100.1101157380367,-0.0085837068065525,-0.01090690804069656
2015-03-11,101.85786493212696,100.6332850056604,-0.0021573292962043,0.005212330269957073
2015-03-12,102.29787901200491,101.16726767420981,0.0043105792930981,0.005292194770957421
2015-03-13,102.35283563678534,100.90074672635365,0.0005370772948022,-0.0026379345904895524
